Gender,Department,City,Age,Salary,Experience_Years
Other,Engineering,New York,52,63834,25
Female,None,None,49,28754,29
Male,Engineering,Phoenix,25,58707,6
Female,Marketing,Houston,61,74849,32
Male,Engineering,Houston,44,46000,23
Female,Engineering,None,49,,27
Other,None,,53,58065,34
Male,None,Los Angeles,51,51636,23
,Finance,New York,,40663,17
Other,Sales,Los Angeles,,54089,23
Female,Finance,,59,39712,30
None,Marketing,New York,64,70640,43
Other,HR,Los Angeles,30,46779,1
Female,HR,Houston,32,56352,10
Male,Engineering,New York,30,74970,
,Engineering,,50,47289,21
Other,Marketing,Phoenix,48,,26
Male,HR,Los Angeles,,41414,20
Other,,Chicago,57,49947,
Male,Finance,New York,40,47850,14
Female,HR,Los Angeles,55,47325,
,Sales,Chicago,20,55245,0
Other,Sales,Chicago,33,51828,15
Male,Finance,,19,,0
Male,Sales,New York,40,50161,12
Other,Marketing,,51,39650,33
None,Sales,Houston,,42741,23
Female,Marketing,Los Angeles,64,15009,35
Male,Sales,New York,27,37502,6
Female,Engineering,Chicago,,,0
Female,Sales,Houston,39,59432,18
Female,,Phoenix,64,60964,
None,Sales,Chicago,50,56382,25
Female,Sales,Houston,42,42725,23
Male,Sales,None,,31023,13
Female,Marketing,Houston,33,,11
Male,Sales,New York,,3560,19
Female,Finance,Chicago,35,67133,6
Other,Finance,Phoenix,41,,16
,Marketing,None,22,62818,3
,Engineering,Phoenix,54,42297,35
Female,None,Los Angeles,,25908,19
Female,HR,Chicago,59,,38
Female,Finance,New York,,52582,24
Other,None,Phoenix,29,47937,7
Other,Marketing,Houston,27,54278,
Female,Engineering,Phoenix,51,42835,33
Male,,Houston,50,52987,21
Female,HR,Phoenix,33,57031,12
Other,Finance,New York,46,75133,23
Female,HR,New York,35,61486,12
Other,Marketing,Chicago,44,31412,25
Other,Marketing,New York,24,44154,1
Other,Marketing,,53,37168,32
Female,,Phoenix,44,70564,17
Other,Engineering,New York,27,42647,9
Other,Finance,Los Angeles,27,46040,9
Female,None,Phoenix,28,48321,9
Other,Finance,Chicago,47,56041,26
Female,Marketing,Los Angeles,20,32156,0
,None,,46,49838,26
Male,Sales,Houston,31,64079,3
Male,HR,Phoenix,30,,8
Other,Engineering,None,36,77428,
,Sales,None,42,36735,17
Female,Marketing,Los Angeles,27,42431,6
Male,Finance,Houston,32,61615,4
Other,,Chicago,45,50490,20
Other,,Houston,57,46568,32
Female,None,Houston,55,33209,29
Other,None,Chicago,24,41252,5
Female,None,Phoenix,31,77460,3
Male,Sales,,47,54790,20
Male,None,Chicago,,58646,33
Female,Engineering,Houston,29,40645,2
Female,HR,Phoenix,45,52921,27
Other,Marketing,Chicago,,45860,10
Male,Sales,Houston,,31292,0
Female,HR,New York,,38985,0
Male,Marketing,None,35,42202,11
Female,Finance,Houston,53,,31
Male,,Los Angeles,49,78061,27
Other,HR,Chicago,45,24893,25
None,HR,Houston,45,37607,18
,Finance,Phoenix,55,47269,33
Male,Finance,Phoenix,,50395,27
Male,None,Los Angeles,25,48026,0
Male,Engineering,,42,,14
Other,Sales,Houston,64,42916,45
None,Finance,New York,37,77238,12
Male,Engineering,,50,64425,29
Other,Finance,New York,47,49058,21
Male,HR,New York,54,40331,
Male,Engineering,None,33,40105,11
Female,,Chicago,42,79139,20
Male,Sales,Chicago,55,,29
,Sales,Chicago,,54421,37
Other,Finance,Los Angeles,27,17067,1
Female,Sales,Phoenix,,42582,0
Male,Marketing,None,25,44455,0
Other,Engineering,None,50,53264,22
Male,Engineering,Phoenix,54,47947,36
Male,HR,Phoenix,18,44243,0
None,Engineering,Houston,48,54829,19
Female,None,Chicago,24,63492,0
Male,Marketing,Los Angeles,64,41048,39
Other,HR,Los Angeles,40,35148,22
Male,Finance,Houston,41,41560,
,Finance,Phoenix,31,35597,8
None,Finance,Chicago,40,46009,
Other,Sales,New York,,80053,7
,Finance,New York,25,44901,2
Male,Sales,Houston,25,33492,1
Male,Engineering,Chicago,20,43366,0
Other,Sales,New York,,73418,21
,Finance,New York,21,45824,
,Marketing,Los Angeles,55,37873,34
None,None,Chicago,19,24033,0
Male,Engineering,,26,44992,0
Male,Finance,None,63,28272,39
Male,Sales,Chicago,18,53243,0
Male,Marketing,Phoenix,28,43681,6
Female,None,Chicago,46,18604,20
None,Finance,Houston,43,74950,14
,Finance,,44,82064,18
Other,HR,Phoenix,55,53850,30
Female,Marketing,Los Angeles,46,73044,21
Male,HR,Los Angeles,50,53438,24
Other,Engineering,New York,45,20796,
None,,,48,46173,
None,Sales,Los Angeles,36,,10
Other,Marketing,Los Angeles,43,27545,20
Other,HR,Houston,46,50024,23
,,Houston,28,38818,0
Male,Finance,Houston,58,52817,31
Male,Finance,Los Angeles,,60999,20
,Engineering,None,38,75475,15
Other,Engineering,None,55,49504,31
Other,Finance,Los Angeles,51,33168,25
Male,Marketing,New York,57,41942,
Female,Engineering,Phoenix,39,43696,10
Female,Engineering,Phoenix,44,84482,21
Male,Sales,,25,48393,0
Female,,Phoenix,57,,35
Other,Marketing,Chicago,63,66321,42
Female,Engineering,Phoenix,48,,
,Engineering,,18,53086,0
Female,HR,Houston,56,44755,37
Other,Marketing,Houston,,42631,30
,Marketing,Phoenix,64,30757,44
Other,HR,,41,63320,17
None,HR,Chicago,45,91094,16
Male,Sales,,21,70277,0
Male,,Los Angeles,35,50315,
Female,Marketing,,46,30723,17
None,HR,,40,41683,14
Male,Finance,,54,56039,25
Male,Finance,New York,,44892,16
Female,Sales,Chicago,33,48099,11
None,Finance,New York,,55775,42
Male,Finance,New York,44,53192,25
Other,Finance,Los Angeles,26,84860,3
Female,Engineering,New York,22,84151,0
Male,Sales,Chicago,25,45360,7
,HR,,35,65477,11
,Finance,Chicago,52,29125,23
Other,,Phoenix,23,64112,1
Female,Finance,New York,,57257,36
Female,Engineering,Los Angeles,40,36472,11
Other,Sales,Houston,63,67299,42
,Finance,Chicago,43,34623,21
Female,Engineering,New York,56,,32
Other,,Chicago,41,52187,18
Other,Marketing,None,27,24655,9
Female,Engineering,Phoenix,32,52392,
,Finance,Chicago,55,36473,36
Other,Finance,Phoenix,37,43805,9
Other,Sales,Phoenix,46,48539,18
Female,Sales,Phoenix,23,24566,3
Other,HR,New York,26,42382,8
Female,Sales,Chicago,,47376,0
Female,Finance,Chicago,56,44501,37
None,HR,Phoenix,36,35698,7
Male,Sales,Chicago,22,29681,3
Other,Engineering,Chicago,37,34713,13
Female,Marketing,Phoenix,28,20936,0
None,Sales,Houston,44,37301,15
Other,Sales,Houston,46,68425,23
Male,Engineering,Phoenix,24,26829,0
Male,,New York,20,63641,0
Female,None,Chicago,22,29864,0
Female,None,Chicago,,57553,10
Male,None,Houston,33,89451,15
Male,None,Phoenix,29,58853,11
Female,None,New York,56,47118,37
Other,Engineering,Phoenix,44,47571,16
Female,HR,Houston,62,63319,34
,Marketing,Houston,50,55904,
Other,HR,Chicago,32,53989,4
Male,Engineering,Los Angeles,38,,11
Other,HR,New York,61,54951,34
Male,Engineering,New York,34,23119,12
Other,None,Los Angeles,54,41029,30
None,Finance,Houston,32,76833,11
None,Marketing,Phoenix,37,63079,10
,Finance,New York,36,,8
Female,Finance,Los Angeles,18,33618,0
Male,Finance,Chicago,21,80212,0
Female,,Chicago,20,40659,0
Male,Engineering,Houston,25,35630,6
Other,Marketing,New York,58,52608,35
Other,Engineering,Phoenix,61,41894,39
Other,Engineering,New York,,19799,0
Male,Engineering,Chicago,26,28383,
Female,Engineering,New York,18,47030,0
Female,Sales,Chicago,60,33069,42
Male,Marketing,Los Angeles,47,26713,21
Male,Engineering,,24,28018,4
None,Marketing,Chicago,39,47212,
Female,HR,Phoenix,37,48065,16
Female,Sales,Phoenix,46,,22
Female,,None,44,31964,23
Male,Sales,Chicago,42,47227,14
Male,Sales,Houston,63,39937,42
Other,HR,Phoenix,52,,26
Female,Marketing,Phoenix,44,50256,
Other,Sales,None,28,55146,
Male,Finance,Phoenix,34,,8
Male,HR,Phoenix,48,52973,19
Other,Finance,Phoenix,35,66442,
Female,HR,Chicago,36,30351,17
Female,Finance,Chicago,55,28104,31
Female,Finance,Los Angeles,46,69862,22
Female,Sales,New York,32,,7
Other,Sales,Phoenix,24,58941,0
Other,HR,New York,54,67542,26
Male,Marketing,Chicago,54,38640,28
Female,Sales,Phoenix,24,40762,0
Female,Sales,New York,39,62314,20
Female,Engineering,New York,29,44818,9
Other,Sales,Houston,25,41653,0
Female,Marketing,,35,30950,16
Other,,Los Angeles,45,63406,27
Female,Finance,Los Angeles,35,41844,11
Female,None,Houston,48,63208,23
Male,,,34,57417,12
Female,Engineering,Houston,40,70900,13
Female,Engineering,None,28,24643,0
Male,HR,Chicago,32,6975,
Other,Marketing,Phoenix,47,76310,
,Marketing,New York,48,65173,
Female,Finance,Los Angeles,23,,2
Other,Finance,None,29,37672,7
Female,Finance,Houston,40,50702,12
Male,,Houston,56,46968,27
Male,Finance,,57,40038,32
Female,Engineering,New York,53,37292,31
Male,Finance,Houston,52,42807,23
Male,,None,20,57402,0
Female,HR,Phoenix,59,,
Female,,New York,45,,22
None,Sales,Chicago,32,39983,7
Other,Marketing,Chicago,30,82155,10
Other,HR,None,36,41347,16
,Engineering,,57,57814,31
Female,HR,Chicago,,86952,12
Other,Sales,,48,60366,27
Male,Engineering,Los Angeles,54,57109,29
None,,Houston,38,68530,17
None,Sales,New York,56,70872,28
Other,Engineering,Los Angeles,22,49592,1
,Engineering,Chicago,34,30073,5
Female,Sales,Houston,36,47676,12
Female,None,Houston,21,58700,0
,Sales,New York,43,44831,14
,Finance,Houston,41,46522,16
Male,Finance,Los Angeles,56,74276,29
Male,Engineering,Phoenix,55,,31
Other,Engineering,Chicago,63,58858,38
Female,Sales,New York,36,34466,11
Female,Engineering,Phoenix,,46316,23
None,Marketing,,43,55740,25
Male,Finance,New York,28,59782,
Other,None,Los Angeles,56,73820,36
Other,None,None,,60040,0
Male,HR,New York,39,41909,
Female,,Phoenix,34,78215,5
Female,Marketing,Phoenix,28,45836,1
Female,None,New York,,,39
Male,,Phoenix,56,41356,30
Female,Sales,New York,64,38343,42
Other,Sales,None,44,29679,22
Other,Finance,Chicago,,30741,33
,Sales,New York,46,42880,24
None,,Phoenix,29,,10
None,Engineering,Houston,30,53942,6
None,,Chicago,28,23344,3
Female,,Phoenix,48,62458,26
None,Engineering,Phoenix,28,49933,3
Other,Sales,,58,72748,35
Male,Sales,Chicago,60,42623,39
,HR,Phoenix,53,36426,29
Male,None,Houston,19,75994,0
None,HR,Los Angeles,40,65052,
Other,Finance,Phoenix,53,24351,31
Other,None,Chicago,31,55414,5
None,Sales,New York,54,24387,29
Other,None,New York,44,,26
Other,,Chicago,29,,4
Male,HR,None,46,31192,21
Female,Finance,Los Angeles,23,70812,0
Other,Sales,Chicago,61,56205,43
Male,,New York,64,61038,41
Other,Marketing,Houston,40,42739,21
Other,HR,Chicago,,48787,4
Other,Finance,Los Angeles,51,73517,23
Other,None,Houston,,54810,42
None,,Los Angeles,,,10
,Marketing,Houston,49,47063,25
Male,Sales,Chicago,43,,15
Other,Engineering,New York,24,66641,0
Other,Engineering,Houston,,52954,31
Other,Engineering,Phoenix,50,70434,28
Male,Finance,Los Angeles,35,41970,17
None,Marketing,Houston,52,62937,26
Female,Sales,Los Angeles,37,,15
Other,Sales,New York,48,31042,26
Female,Engineering,Los Angeles,,50590,1
,Marketing,None,49,48068,29
Male,None,Phoenix,64,33388,39
Other,HR,Los Angeles,59,61475,
,Marketing,Houston,36,73423,10
Female,Marketing,Los Angeles,,45143,0
Other,Sales,Chicago,24,65613,6
Female,Marketing,Los Angeles,39,,17
Female,None,Chicago,51,47007,29
Male,Sales,Los Angeles,27,49263,
Other,Marketing,Los Angeles,,62507,37
Other,Sales,Houston,59,48775,41
Other,HR,Chicago,43,20029,25
Female,Finance,None,49,67994,26
Other,Sales,Phoenix,59,51707,
Other,,Los Angeles,44,,18
Male,Marketing,None,29,71308,9
Male,Sales,Houston,57,72109,28
,Engineering,Phoenix,40,33816,18
,Engineering,,,28729,9
Other,HR,Houston,51,67142,33
Male,Sales,Chicago,34,,11
Male,,,23,57229,2
Male,Marketing,Houston,44,43318,15
Other,Finance,Chicago,25,,2
,HR,Phoenix,50,59000,25
Other,Marketing,Houston,52,40386,27
Female,Finance,New York,64,40473,
Female,Marketing,Los Angeles,34,61757,8
Male,Finance,Houston,,64737,15
Other,Engineering,None,24,72512,3
Male,Engineering,New York,63,22708,45
Other,Marketing,Houston,41,42517,15
None,HR,Chicago,42,,20
Other,Sales,Houston,52,49729,27
,HR,Phoenix,43,30921,19
Female,HR,New York,22,58508,0
Other,Sales,,64,78339,39
None,Engineering,Los Angeles,55,32114,37
Other,Engineering,New York,52,52827,24
Other,Sales,Los Angeles,47,68824,26
Male,Finance,New York,42,46435,20
Other,HR,New York,41,39000,20
,Marketing,Houston,,52673,24
Female,Engineering,Houston,37,61006,11
None,Marketing,Phoenix,20,31048,0
Male,Sales,None,49,65544,31
Female,Marketing,Phoenix,25,46812,0
Female,Marketing,New York,64,39992,36
Male,,Phoenix,40,,21
None,Sales,None,63,40204,45
Other,None,New York,33,40896,9
Other,Engineering,New York,52,32074,
Male,None,Phoenix,42,57104,16
Female,Engineering,Los Angeles,32,52205,7
Other,Finance,Chicago,25,64711,
Other,,Phoenix,51,60722,
Female,Sales,Phoenix,42,40397,22
Female,Engineering,Chicago,61,45289,38
Other,,New York,,,8
Other,HR,New York,60,26052,40
Male,Engineering,Los Angeles,30,55754,4
Male,Engineering,Phoenix,63,,34
Other,Finance,Chicago,29,40876,2
Male,HR,None,32,62080,5
Other,Finance,Houston,,44905,21
Other,None,,57,68491,34
Male,Engineering,Phoenix,19,,
Male,Finance,Houston,57,30578,37
Female,Marketing,Houston,40,72837,11
Female,,Chicago,22,55481,0
Female,Engineering,New York,51,35799,22
Other,Sales,None,27,,1
Male,HR,Houston,44,37556,18
Other,HR,New York,59,,40
Male,Marketing,Chicago,21,18767,0
Other,HR,,21,54174,1
Female,HR,Chicago,25,24230,
Female,Marketing,Chicago,,21719,0
,,Houston,42,56158,15
Other,Finance,Los Angeles,44,31842,19
,Engineering,Houston,64,60458,44
Male,Engineering,Phoenix,57,64462,32
Female,Finance,Houston,,43293,14
Female,,Phoenix,44,57328,26
Female,,Houston,24,72103,5
,Finance,,40,35624,21
Male,Finance,New York,37,62924,
Other,Engineering,None,51,38330,28
Other,Sales,Houston,46,50051,27
Other,None,Chicago,61,40661,43
Other,Sales,New York,22,41216,0
Female,None,Chicago,44,44605,16
Female,Sales,Los Angeles,29,41012,10
None,HR,New York,34,48029,
Other,,Houston,,67529,
Female,Sales,Chicago,51,29339,28
Female,Marketing,Houston,,56428,28
Male,HR,Phoenix,53,33824,25
Male,Marketing,None,23,34740,0
Female,None,Chicago,49,22171,20
Male,Marketing,Los Angeles,49,66147,27
None,Marketing,Los Angeles,26,46380,2
None,Engineering,Los Angeles,39,36514,18
None,Sales,Los Angeles,27,51946,0
Female,Marketing,Chicago,46,44765,27
Female,None,Phoenix,28,,8
Other,Engineering,Los Angeles,45,34732,23
Other,Sales,Los Angeles,19,,1
Female,Engineering,Los Angeles,38,62756,9
None,Sales,Phoenix,48,34018,27
Female,HR,New York,58,,
Female,Marketing,,34,30835,15
Male,Finance,None,44,36974,18
Other,Engineering,Los Angeles,47,26686,24
Female,Engineering,New York,58,34090,32
Female,Engineering,Los Angeles,25,30355,
Other,None,New York,54,39981,35
Other,Marketing,New York,22,64581,4
Male,,None,43,54199,22
Other,None,Houston,23,69457,5
Other,,Los Angeles,33,,8
None,Marketing,Chicago,18,36544,0
Male,,Houston,26,48091,8
Other,HR,Houston,38,40887,16
Other,Marketing,Chicago,24,56160,0
Male,Sales,,60,27432,42
,Finance,Los Angeles,32,48914,11
Other,HR,Phoenix,41,72556,16
Male,Engineering,Phoenix,22,36182,0
Female,Sales,New York,55,43383,
,Finance,New York,46,24092,21
Other,Sales,Los Angeles,63,66640,
Other,Sales,Chicago,63,48526,34
Other,Engineering,,28,42199,8
Male,Finance,,21,50711,0
Other,Sales,Los Angeles,27,48934,3
Other,Engineering,Phoenix,,39488,24
None,,Los Angeles,21,28931,0
Female,,,27,52308,9
Female,None,Chicago,,50222,
Other,Engineering,,63,,42
Male,None,Chicago,35,45416,14
Other,Engineering,Los Angeles,29,,
Male,Sales,Chicago,40,54360,18
Male,Finance,Chicago,61,30110,41
Female,Engineering,Los Angeles,42,69340,18
,Engineering,Phoenix,54,,35
Male,Marketing,Chicago,21,59138,3
Other,Marketing,Chicago,30,38101,7
None,None,None,35,62807,6
,HR,Houston,46,52707,28
Female,Marketing,Chicago,61,32575,33
Female,Finance,New York,47,54317,23
Other,HR,Phoenix,55,64278,30
None,None,,45,,26
Female,None,Los Angeles,24,23001,3
Other,HR,New York,41,55992,17
Female,None,Los Angeles,58,44542,30
Female,,Chicago,27,21725,4
Female,HR,New York,54,59739,35
Other,,Phoenix,,60245,
Male,None,Phoenix,38,49531,18
Other,HR,Phoenix,53,34703,27
Male,Finance,Houston,60,70905,37
Female,HR,Los Angeles,46,58214,17
Male,HR,Chicago,24,59062,5
None,Finance,New York,,63822,11
Other,None,Los Angeles,62,68186,42
Female,Engineering,Chicago,40,54843,
,None,Houston,42,32923,13
Female,Engineering,Chicago,58,39709,35
Female,Marketing,Los Angeles,62,42206,40
Other,Marketing,Chicago,30,68236,1
Male,Engineering,,54,53224,36
Male,HR,Houston,47,39735,29
Male,Finance,New York,43,47012,19
Male,None,Houston,29,69841,2
Female,Sales,None,18,59216,0
Female,Sales,Chicago,35,65640,8
Other,Engineering,New York,38,33265,15
Female,Engineering,Houston,41,46859,15
Female,HR,Houston,34,40384,15
Other,Sales,,59,72527,41
Other,HR,None,26,47933,0
Other,,Los Angeles,57,41391,34
None,Engineering,None,45,19906,22
Female,Finance,Phoenix,32,71160,6
Other,Finance,Houston,30,,
Other,None,Los Angeles,45,19211,18
Other,Finance,Houston,34,53187,16
Female,Marketing,New York,26,64198,0
Female,Sales,Los Angeles,38,57155,20
Male,Finance,,,43459,18
Female,Marketing,Los Angeles,28,35807,0
Female,,Phoenix,47,67522,20
Female,Marketing,,53,61560,24
Other,HR,Chicago,42,59568,19
Female,,Phoenix,24,67570,2
Other,Marketing,Phoenix,37,82792,
Male,,Phoenix,52,45112,29
Male,Sales,Chicago,27,,4
Other,Engineering,Houston,52,43933,31
Other,HR,Phoenix,18,36159,0
Other,Finance,Houston,31,67916,6
Female,Finance,Houston,62,70163,40
Male,Engineering,New York,22,65981,0
Other,Engineering,Chicago,57,,38
Female,Finance,Houston,61,51520,43
Male,,None,55,,30
None,Finance,Chicago,,59786,28
Male,Engineering,New York,41,43700,15
Female,Engineering,Chicago,21,33949,0
Male,Finance,Houston,44,,19
,Marketing,None,22,43001,0
Female,Finance,Houston,60,82535,32
Other,None,Houston,30,27657,3
Male,Engineering,Chicago,57,49114,39
Other,HR,,38,54340,14
Female,Engineering,Los Angeles,54,37550,33
Other,Sales,Chicago,49,43112,26
Other,HR,Phoenix,55,50906,29
None,HR,None,48,32602,22
Other,Finance,Houston,49,56120,23
Other,Marketing,New York,32,73664,10
Male,Finance,Phoenix,47,44317,26
Male,HR,Phoenix,60,61520,37
Male,HR,,24,75618,0
Female,Marketing,Phoenix,55,,33
Other,Engineering,New York,48,39094,19
Male,Marketing,None,61,26935,34
Female,Finance,Phoenix,43,45333,21
Male,Engineering,Los Angeles,53,50885,28
Male,Finance,,63,18954,36
Other,,Phoenix,60,50420,38
Female,Engineering,Phoenix,43,37602,25
Other,Marketing,Houston,61,48215,39
,Sales,Phoenix,19,45324,0
Male,HR,Houston,60,46898,38
Other,Engineering,Chicago,62,61274,33
Female,HR,New York,60,,
Other,Sales,Los Angeles,26,22556,
Other,Engineering,Los Angeles,22,,0
Other,HR,Chicago,44,59703,18
Male,HR,None,29,,
Female,Engineering,New York,52,36718,23
Male,HR,None,46,,27
Male,HR,Chicago,33,30797,11
Male,Engineering,Los Angeles,36,45479,10
,HR,None,60,72758,35
Male,HR,Houston,44,58964,21
None,Finance,None,35,48905,9
None,Finance,Phoenix,58,,34
None,Sales,,30,33475,11
Male,Finance,Phoenix,47,74302,29
Female,Finance,Houston,43,65162,23
Female,Sales,New York,23,61970,0
Other,HR,Los Angeles,20,,0
Female,HR,Houston,40,44535,14
Other,Finance,Phoenix,29,,7
None,Sales,Los Angeles,,71467,39
Male,,Los Angeles,58,22804,31
Other,Marketing,Chicago,32,58499,10
Female,Engineering,Phoenix,18,26359,
Other,None,Chicago,64,46958,38
,Engineering,None,25,49626,2
None,Finance,Chicago,48,30802,19
Female,Engineering,Phoenix,28,37180,0
Other,Engineering,Houston,34,60932,5
Other,Marketing,,44,,22
Male,HR,Houston,48,54687,29
Female,Marketing,Los Angeles,44,39689,
Female,None,Houston,31,35482,7
Female,None,Chicago,40,38891,21
Male,HR,,22,49667,0
Female,Engineering,Houston,47,53868,24
,Engineering,Houston,51,68417,
Female,Finance,Phoenix,64,48902,37
Male,Engineering,,36,40060,16
Female,Sales,New York,48,,
Female,HR,Houston,33,46865,11
Other,HR,Los Angeles,62,25271,37
Female,Sales,Chicago,44,40934,20
,Finance,,43,31101,15
Other,Engineering,Houston,56,46109,31
Male,,Phoenix,46,56839,17
Other,HR,Houston,56,55704,38
Other,Finance,,61,60259,38
Male,Finance,Phoenix,62,36129,34
None,,Los Angeles,46,71265,17
,Engineering,Phoenix,62,59991,42
Female,Finance,None,63,59441,41
Male,Sales,None,64,66890,45
Other,Marketing,Phoenix,48,52647,20
Male,Finance,Los Angeles,19,,0
Other,Marketing,Phoenix,23,70226,
Female,Engineering,Phoenix,26,37464,8
Male,,Chicago,,46826,
Female,None,Chicago,37,67357,18
Other,Engineering,Houston,19,46869,
Other,Sales,Houston,20,41187,0
,Sales,,,35834,18
Male,Marketing,New York,25,53572,3
Male,Marketing,,57,,35
Other,None,None,38,57335,15
Female,HR,Phoenix,56,74626,29
Female,Sales,None,60,66092,40
Male,Finance,Phoenix,30,15141,4
Male,Sales,Phoenix,57,60757,37
Male,Sales,Chicago,58,61811,37
Female,HR,Los Angeles,54,45527,25
Male,Marketing,Los Angeles,49,,23
,HR,Phoenix,31,54422,4
Other,None,Houston,18,,0
Male,HR,,,52125,21
Male,Sales,Phoenix,41,45927,
Female,Finance,New York,39,40569,21
Female,Sales,Chicago,31,55442,10
,Engineering,Los Angeles,62,59760,35
,HR,None,25,60038,0
Other,HR,Houston,44,60493,23
Female,Engineering,,20,32665,1
Other,HR,Phoenix,50,34077,31
None,HR,,64,54042,36
None,HR,Houston,38,66171,11
Other,Engineering,Chicago,49,55303,23
Male,Sales,New York,57,18412,34
Other,HR,Los Angeles,58,58206,34
Male,Finance,Houston,62,26637,34
Male,Engineering,Houston,61,60283,33
Male,Marketing,Chicago,58,41634,37
Male,Engineering,,49,54537,29
Other,Sales,Chicago,41,81554,21
Female,,New York,28,44703,
Female,None,Chicago,54,,26
None,Finance,Los Angeles,38,43487,15
Other,Marketing,Los Angeles,35,27461,16
Male,Engineering,Houston,28,34939,4
Female,Marketing,None,44,65980,20
None,Engineering,Phoenix,60,20402,42
Male,Finance,Houston,55,40587,26
Female,,Chicago,18,53594,0
Male,Sales,,46,43856,25
Female,,,,70245,
,HR,Los Angeles,46,47498,26
Female,Marketing,Los Angeles,26,44916,0
Male,None,Phoenix,24,52238,4
Other,,Phoenix,55,54075,34
Male,None,Houston,48,50000,28
Female,Sales,Phoenix,44,48925,19
Male,Sales,Los Angeles,59,20690,34
Other,Sales,Houston,,,22
Male,HR,Houston,22,58656,0
Other,Finance,New York,50,65117,28
Other,Sales,Phoenix,,69160,8
Male,HR,Chicago,22,28345,0
Female,Marketing,Chicago,37,37438,17
,,New York,55,72444,30
Male,Finance,Los Angeles,54,44285,27
Other,Finance,New York,34,59265,15
Female,None,Los Angeles,21,100511,0
Male,,Phoenix,38,65747,15
Male,Finance,Phoenix,51,46754,32
Male,Finance,Houston,57,47887,28
Female,Finance,Houston,22,57899,
Other,HR,None,21,21190,0
Male,HR,Houston,39,56616,12
,Engineering,Chicago,,45849,12
Other,Finance,Houston,21,48838,1
Female,Marketing,Houston,25,51586,0
Male,,Houston,20,73485,0
None,Engineering,None,63,53846,45
Male,Sales,Houston,46,53520,20
Male,Sales,New York,43,60725,16
Female,Finance,Houston,47,51092,27
Male,Marketing,Houston,29,59924,0
,Sales,,32,48300,14
Other,Sales,None,58,67450,35
,Engineering,Los Angeles,19,69175,1
Male,None,Phoenix,18,60088,0
Other,Marketing,,64,15606,40
Female,Sales,Houston,64,52629,43
Female,Marketing,Houston,45,21137,19
Other,Engineering,,57,55722,
Other,Engineering,Phoenix,52,74049,30
Other,Engineering,,51,67137,25
Other,Finance,None,21,45969,1
Other,None,Chicago,35,47597,7
Male,Marketing,Los Angeles,29,,4
Male,Engineering,Phoenix,38,50200,
None,Sales,Los Angeles,27,46929,6
Male,Sales,,38,31157,
Male,Finance,Phoenix,57,35281,36
Male,Marketing,,42,,16
Other,Marketing,Phoenix,34,82216,7
Female,Engineering,Houston,23,51790,5
Female,Engineering,Chicago,31,61310,11
Female,None,Los Angeles,54,63739,29
Female,Marketing,Phoenix,57,74180,37
Male,Marketing,New York,57,73706,
Male,Engineering,Los Angeles,35,64161,17
Other,HR,Los Angeles,47,27177,21
,Sales,Phoenix,26,,0
Male,,New York,31,44006,4
Male,Finance,None,,31052,43
Other,,,63,44418,39
Other,HR,Los Angeles,34,52297,7
Other,Engineering,Chicago,51,11522,31
Male,Engineering,None,63,56008,38
Male,Engineering,Chicago,39,67052,13
Other,Finance,Chicago,49,51301,20
Female,Engineering,Phoenix,,33766,4
Other,Finance,Los Angeles,33,59149,11
Other,HR,Phoenix,,49595,11
Other,None,Houston,55,76122,28
Other,Marketing,,56,15530,27
,HR,New York,19,,0
Female,Finance,,62,48513,39
Other,HR,Houston,25,43086,0
Female,Marketing,Chicago,61,54040,42
Female,Sales,Phoenix,18,56254,
Female,Marketing,Los Angeles,58,72793,34
None,Finance,New York,57,46384,31
Male,Marketing,Phoenix,58,56748,30
Other,HR,Los Angeles,22,30268,0
Female,Engineering,New York,62,86976,43
,HR,None,63,66590,45
Male,Finance,Chicago,53,63238,29
Other,Sales,New York,34,37893,11
None,Marketing,Houston,58,70435,31
Male,Sales,None,47,65199,20
Female,Finance,New York,32,,5
None,Marketing,None,37,48466,8
Male,HR,Los Angeles,53,34228,32
Other,HR,Phoenix,19,49152,0
Female,Finance,Chicago,62,38190,34
Other,Marketing,Houston,21,55749,0
Female,HR,Phoenix,41,33487,23
Other,Finance,Los Angeles,59,39234,35
Female,Finance,New York,,18748,0
Other,Sales,,63,57978,41
Male,HR,Los Angeles,19,56491,0
Female,Marketing,Houston,18,42406,0
None,,None,30,13402,2
Male,HR,,23,24684,0
Other,None,Chicago,39,51508,19
Female,Finance,None,34,65008,6
Female,,Los Angeles,39,35136,
Other,Engineering,None,60,68144,39
Male,Sales,Chicago,23,75192,0
Other,HR,New York,20,56819,0
Other,Engineering,,63,65646,43
Other,Sales,Chicago,23,,0
Female,Finance,Chicago,34,23284,8
,HR,New York,,77915,32
Male,Marketing,Houston,54,35146,34
Other,Finance,Houston,64,67276,41
Female,Sales,Chicago,52,56292,
Other,,,40,76404,18
Female,Marketing,New York,,61635,0
Female,None,Los Angeles,24,32409,0
Female,None,,27,44806,2
Female,Marketing,Houston,43,60517,
Male,Marketing,Los Angeles,27,41766,1
Female,Finance,Houston,36,65693,16
Female,Marketing,Phoenix,40,51442,14
Other,Finance,Chicago,48,65991,23
Other,HR,Phoenix,50,66934,21
Male,Marketing,Chicago,19,54656,1
,Finance,None,45,47982,19
Female,HR,None,,41968,24
None,Marketing,Phoenix,50,32815,25
